ZCTA5CE10,population,household_income,not_citizen_over_pop,n_killed_total,n_injured_total,n_killed_by_pop,n_injured_by_pop,year
33405,20555,7180,0.249720263,2,1,9.73E-05,4.86E-05,2014
33405,20555,7180,0.249720263,1,2,4.86E-05,9.73E-05,2016
33405,20555,7180,0.249720263,1,0,4.86E-05,0,2018
33405,20555,7180,0.249720263,0,4,0,0.0001946,2013
32935,41704,17495,0.032107232,0,2,0,4.80E-05,2016
32935,41704,17495,0.032107232,0,1,0,2.40E-05,2018
32935,41704,17495,0.032107232,0,4,0,9.59E-05,2015
32935,41704,17495,0.032107232,0,2,0,4.80E-05,2017
32832,21419,7140,0.13632756,1,0,4.67E-05,0,2017
32832,21419,7140,0.13632756,0,1,0,4.67E-05,2018
32832,21419,7140,0.13632756,0,0,0,0,2016
32832,21419,7140,0.13632756,0,2,0,9.34E-05,2014
32833,9451,3173,0.03396466,0,2,0,0.000211618,2016
32833,9451,3173,0.03396466,2,2,0.000211618,0.000211618,2014
32833,9451,3173,0.03396466,0,1,0,0.000105809,2017
32837,55855,18066,0.154632531,0,3,0,5.37E-05,2016
32837,55855,18066,0.154632531,1,1,1.79E-05,1.79E-05,2017
32837,55855,18066,0.154632531,0,2,0,3.58E-05,2014
32837,55855,18066,0.154632531,2,1,3.58E-05,1.79E-05,2015
32837,55855,18066,0.154632531,1,0,1.79E-05,0,2018
32976,8900,4533,0.02011236,0,0,0,0,1970
32694,2474,837,0.006467259,0,0,0,0,1970
32754,10469,4113,0.011748973,2,0,0.00019104,0,2015
32754,10469,4113,0.011748973,2,0,0.00019104,0,2016
32754,10469,4113,0.011748973,0,0,0,0,2014
32754,10469,4113,0.011748973,0,1,0,9.55E-05,2017
32801,12383,7291,0.056690624,1,5,8.08E-05,0.000403779,2017
32801,12383,7291,0.056690624,2,15,0.000161512,0.001211338,2014
32801,12383,7291,0.056690624,3,11,0.000242268,0.000888315,2016
32801,12383,7291,0.056690624,1,10,8.08E-05,0.000807559,2015
32801,12383,7291,0.056690624,1,3,8.08E-05,0.000242268,2018
32803,18302,9009,0.034914217,2,3,0.000109278,0.000163917,2014
32803,18302,9009,0.034914217,2,2,0.000109278,0.000109278,2016
32803,18302,9009,0.034914217,0,1,0,5.46E-05,2017
32803,18302,9009,0.034914217,0,5,0,0.000273194,2015
32811,40236,15262,0.160503032,7,10,0.000173974,0.000248534,2014
32811,40236,15262,0.160503032,9,16,0.00022368,0.000397654,2016
32811,40236,15262,0.160503032,4,17,9.94E-05,0.000422507,2015
32811,40236,15262,0.160503032,5,12,0.000124267,0.00029824,2017
32812,35290,14278,0.059506942,0,0,0,0,2018
32812,35290,14278,0.059506942,1,2,2.83E-05,5.67E-05,2016
32812,35290,14278,0.059506942,2,1,5.67E-05,2.83E-05,2014
32812,35290,14278,0.059506942,2,4,5.67E-05,0.000113347,2015
32812,35290,14278,0.059506942,2,1,5.67E-05,2.83E-05,2017
32821,17294,7281,0.112582399,2,1,0.000115647,5.78E-05,2016
32821,17294,7281,0.112582399,0,1,0,5.78E-05,2014
32821,17294,7281,0.112582399,0,1,0,5.78E-05,2017
32043,24381,8775,0.027275337,6,1,0.000246093,4.10E-05,2016
32043,24381,8775,0.027275337,1,2,4.10E-05,8.20E-05,2014
32043,24381,8775,0.027275337,0,0,0,0,2017
32043,24381,8775,0.027275337,1,0,4.10E-05,0,2015
32130,5837,2017,0.068185712,0,0,0,0,2017
32130,5837,2017,0.068185712,1,0,0.000171321,0,2014
32130,5837,2017,0.068185712,2,0,0.000342642,0,2015
32009,3647,1190,0.003564574,0,2,0,0.000548396,2017
32011,14446,5164,0.002768933,3,0,0.00020767,0,2017
32011,14446,5164,0.002768933,0,1,0,6.92E-05,2014
32024,19479,6887,0.019046152,0,1,0,5.13E-05,2015
32024,19479,6887,0.019046152,0,0,0,0,2017
32024,19479,6887,0.019046152,0,4,0,0.000205349,2014
32063,14081,4478,0.008309069,1,4,7.10E-05,0.000284071,2018
32063,14081,4478,0.008309069,1,0,7.10E-05,0,2015
32063,14081,4478,0.008309069,0,0,0,0,2016
32063,14081,4478,0.008309069,0,1,0,7.10E-05,2017
32063,14081,4478,0.008309069,0,2,0,0.000142035,2014
32082,29726,12638,0.021159927,0,0,0,0,2017
32083,3561,517,0.02021904,0,0,0,0,1970
32087,5551,1328,0,0,1,0,0.000180148,2016
32091,14829,5586,0.006271495,0,0,0,0,2015
32091,14829,5586,0.006271495,0,0,0,0,2017
32091,14829,5586,0.006271495,0,0,0,0,2014
32091,14829,5586,0.006271495,1,1,6.74E-05,6.74E-05,2016
32092,33562,11471,0.02893153,1,1,2.98E-05,2.98E-05,2016
32092,33562,11471,0.02893153,3,2,8.94E-05,5.96E-05,2015
32092,33562,11471,0.02893153,1,1,2.98E-05,2.98E-05,2018
32092,33562,11471,0.02893153,1,2,2.98E-05,5.96E-05,2017
32092,33562,11471,0.02893153,1,0,2.98E-05,0,2014
32134,7242,2999,0.017260425,0,1,0,0.000138083,2018
32134,7242,2999,0.017260425,1,0,0.000138083,0,2015
32134,7242,2999,0.017260425,1,0,0.000138083,0,2016
32134,7242,2999,0.017260425,0,0,0,0,2014
32206,16750,6756,0.012179104,8,16,0.000477612,0.000955224,2017
32206,16750,6756,0.012179104,7,16,0.00041791,0.000955224,2015
32206,16750,6756,0.012179104,5,20,0.000298507,0.00119403,2016
32206,16750,6756,0.012179104,3,20,0.000179104,0.00119403,2014
32206,16750,6756,0.012179104,1,0,5.97E-05,0,2018
32218,59891,20589,0.01653003,2,5,3.34E-05,8.35E-05,2016
32218,59891,20589,0.01653003,7,19,0.000116879,0.000317243,2017
32218,59891,20589,0.01653003,5,7,8.35E-05,0.000116879,2014
32218,59891,20589,0.01653003,8,12,0.000133576,0.000200364,2015
32218,59891,20589,0.01653003,4,4,6.68E-05,6.68E-05,2018
32222,9710,3299,0.03192585,0,2,0,0.000205973,2017
32222,9710,3299,0.03192585,0,0,0,0,2016
32222,9710,3299,0.03192585,0,2,0,0.000205973,2018
32222,9710,3299,0.03192585,0,3,0,0.00030896,2015
32223,24371,9524,0.039267982,1,0,4.10E-05,0,2017
32223,24371,9524,0.039267982,0,0,0,0,2016
32223,24371,9524,0.039267982,0,1,0,4.10E-05,2014
32223,24371,9524,0.039267982,1,0,4.10E-05,0,2015
32227,2848,429,0.024929775,0,0,0,0,1970
32256,44557,19610,0.087348789,1,6,2.24E-05,0.000134659,2017
32256,44557,19610,0.087348789,3,6,6.73E-05,0.000134659,2016
32256,44557,19610,0.087348789,3,3,6.73E-05,6.73E-05,2014
32256,44557,19610,0.087348789,0,4,0,8.98E-05,2015
32304,47800,16834,0.052698745,6,17,0.000125523,0.000355649,2017
32304,47800,16834,0.052698745,6,8,0.000125523,0.000167364,2014
32304,47800,16834,0.052698745,2,4,4.18E-05,8.37E-05,2018
32304,47800,16834,0.052698745,2,14,4.18E-05,0.000292887,2015
32304,47800,16834,0.052698745,1,2,2.09E-05,4.18E-05,2016
32308,22561,10371,0.051859403,0,0,0,0,2016
32308,22561,10371,0.051859403,0,1,0,4.43E-05,2015
32308,22561,10371,0.051859403,0,0,0,0,2018
32308,22561,10371,0.051859403,1,0,4.43E-05,0,2014
32308,22561,10371,0.051859403,0,1,0,4.43E-05,2017
32901,24763,10925,0.086742317,0,8,0,0.000323063,2016
32901,24763,10925,0.086742317,0,10,0,0.000403828,2017
32901,24763,10925,0.086742317,2,1,8.08E-05,4.04E-05,2015
32901,24763,10925,0.086742317,0,2,0,8.08E-05,2014
32901,24763,10925,0.086742317,0,0,0,0,2018
32926,23373,8507,0.025114448,3,6,0.000128353,0.000256706,2015
32926,23373,8507,0.025114448,1,5,4.28E-05,0.000213922,2016
32926,23373,8507,0.025114448,2,2,8.56E-05,8.56E-05,2014
32926,23373,8507,0.025114448,5,0,0.000213922,0,2017
32926,23373,8507,0.025114448,0,1,0,4.28E-05,2018
32940,38683,14939,0.020732622,1,0,2.59E-05,0,2017
32940,38683,14939,0.020732622,1,0,2.59E-05,0,2014
32940,38683,14939,0.020732622,0,0,0,0,2015
32950,4196,1685,0.016682555,2,0,0.000476644,0,2017
32968,13738,4573,0.057140777,1,0,7.28E-05,0,2017
32968,13738,4573,0.057140777,1,1,7.28E-05,7.28E-05,2014
32968,13738,4573,0.057140777,0,0,0,0,2018
32780,35199,15394,0.022472229,2,1,5.68E-05,2.84E-05,2017
32780,35199,15394,0.022472229,5,5,0.000142049,0.000142049,2015
32780,35199,15394,0.022472229,0,4,0,0.00011364,2014
32780,35199,15394,0.022472229,0,4,0,0.00011364,2016
32780,35199,15394,0.022472229,1,2,2.84E-05,5.68E-05,2018
32934,17802,7175,0.023311987,0,0,0,0,2018
32934,17802,7175,0.023311987,0,2,0,0.000112347,2017
32934,17802,7175,0.023311987,2,1,0.000112347,5.62E-05,2016
32934,17802,7175,0.023311987,1,0,5.62E-05,0,2014
32934,17802,7175,0.023311987,0,2,0,0.000112347,2015
32033,4683,1736,0.027119368,0,0,0,0,2016
32830,6,6,0,0,1,0,0.166666667,2016
32830,6,6,0,0,0,0,0,2015
32511,1065,0,0.003755869,0,0,0,0,1970
32305,20719,7681,0.011728365,2,0,9.65E-05,0,2016
32305,20719,7681,0.011728365,1,3,4.83E-05,0.000144795,2015
32305,20719,7681,0.011728365,0,0,0,0,2017
32305,20719,7681,0.011728365,0,1,0,4.83E-05,2018
32305,20719,7681,0.011728365,1,2,4.83E-05,9.65E-05,2014
32317,14854,5354,0.028948431,0,0,0,0,1970
32563,25344,9711,0.017203283,0,0,0,0,2014
32563,25344,9711,0.017203283,0,0,0,0,2016
32563,25344,9711,0.017203283,1,1,3.95E-05,3.95E-05,2018
32405,32513,12519,0.042198505,2,2,6.15E-05,6.15E-05,2014
32405,32513,12519,0.042198505,1,1,3.08E-05,3.08E-05,2016
32405,32513,12519,0.042198505,1,4,3.08E-05,0.000123028,2017
32405,32513,12519,0.042198505,0,1,0,3.08E-05,2018
32405,32513,12519,0.042198505,1,0,3.08E-05,0,2015
32131,4816,1796,0.042358804,3,0,0.000622924,0,2015
32131,4816,1796,0.042358804,1,1,0.000207641,0.000207641,2018
32131,4816,1796,0.042358804,0,1,0,0.000207641,2017
32822,60935,22742,0.128530401,9,3,0.000147698,4.92E-05,2014
32822,60935,22742,0.128530401,2,7,3.28E-05,0.000114877,2016
32822,60935,22742,0.128530401,3,7,4.92E-05,0.000114877,2017
32822,60935,22742,0.128530401,6,10,9.85E-05,0.000164109,2015
32822,60935,22742,0.128530401,1,1,1.64E-05,1.64E-05,2018
32909,30468,10708,0.035118813,1,3,3.28E-05,9.85E-05,2016
32909,30468,10708,0.035118813,0,1,0,3.28E-05,2018
32909,30468,10708,0.035118813,1,0,3.28E-05,0,2017
32909,30468,10708,0.035118813,1,0,3.28E-05,0,2015
32909,30468,10708,0.035118813,0,1,0,3.28E-05,2014
32616,956,431,0.105648536,0,1,0,0.001046025,2016
32750,24107,8651,0.034761687,0,1,0,4.15E-05,2018
32750,24107,8651,0.034761687,1,0,4.15E-05,0,2015
32828,64955,20904,0.097251944,0,2,0,3.08E-05,2017
32828,64955,20904,0.097251944,4,4,6.16E-05,6.16E-05,2014
32828,64955,20904,0.097251944,2,2,3.08E-05,3.08E-05,2016
32828,64955,20904,0.097251944,1,1,1.54E-05,1.54E-05,2015
32828,64955,20904,0.097251944,1,0,1.54E-05,0,2018
32003,29163,10362,0.016150602,0,0,0,0,2017
32003,29163,10362,0.016150602,0,1,0,3.43E-05,2014
32003,29163,10362,0.016150602,1,0,3.43E-05,0,2015
32309,31001,12179,0.01809619,1,0,3.23E-05,0,2016
32309,31001,12179,0.01809619,1,0,3.23E-05,0,2015
32309,31001,12179,0.01809619,1,0,3.23E-05,0,2017
32064,6782,2195,0.131082277,0,1,0,0.000147449,2016
32502,2699,1310,0.008892182,0,1,0,0.000370508,2014
32509,722,0,0,0,0,0,0,1970
32162,55439,30398,0.008676203,0,0,0,0,2016
32162,55439,30398,0.008676203,0,0,0,0,2017
32162,55439,30398,0.008676203,0,0,0,0,2014
32461,22,11,0,0,0,0,0,1970
32228,390,0,0.028205128,0,0,0,0,1970
32352,6500,2355,0.033076923,0,1,0,0.000153846,2017
32631,287,154,0,0,0,0,0,1970
32026,1695,0,0.05840708,0,0,0,0,1970
32128,19285,7782,0.032978999,3,1,0.000155561,5.19E-05,2014
32128,19285,7782,0.032978999,1,0,5.19E-05,0,2017
32128,19285,7782,0.032978999,0,1,0,5.19E-05,2016
32435,7610,2885,0.023784494,1,0,0.000131406,0,2017
32435,7610,2885,0.023784494,0,1,0,0.000131406,2016
32435,7610,2885,0.023784494,0,1,0,0.000131406,2014
32550,8290,3850,0.018094089,0,0,0,0,2016
32550,8290,3850,0.018094089,0,0,0,0,2017
32814,8079,3416,0.078351281,1,0,0.000123778,0,2014
32641,14091,4746,0.012845078,2,2,0.000141935,0.000141935,2016
32641,14091,4746,0.012845078,0,1,0,7.10E-05,2014
32641,14091,4746,0.012845078,0,1,0,7.10E-05,2018
32641,14091,4746,0.012845078,0,2,0,0.000141935,2015
32641,14091,4746,0.012845078,0,1,0,7.10E-05,2017
32464,4221,1771,0.015162284,0,2,0,0.000473821,2015
32464,4221,1771,0.015162284,0,1,0,0.000236911,2017
32667,4019,1620,0.042796716,0,0,0,0,2016
32667,4019,1620,0.042796716,1,0,0.000248818,0,2015
32667,4019,1620,0.042796716,1,0,0.000248818,0,2017
32667,4019,1620,0.042796716,1,0,0.000248818,0,2014
32129,21574,9487,0.038472235,1,1,4.64E-05,4.64E-05,2016
32129,21574,9487,0.038472235,0,1,0,4.64E-05,2017
32129,21574,9487,0.038472235,0,1,0,4.64E-05,2014
32129,21574,9487,0.038472235,0,1,0,4.64E-05,2015
32356,122,60,0,0,0,0,0,1970
32266,7030,2864,0.006543385,0,0,0,0,2018
32266,7030,2864,0.006543385,0,1,0,0.000142248,2015
32266,7030,2864,0.006543385,0,0,0,0,2016
32266,7030,2864,0.006543385,1,1,0.000142248,0.000142248,2017
32065,37734,12429,0.035405735,1,1,2.65E-05,2.65E-05,2016
32065,37734,12429,0.035405735,0,0,0,0,2015
32065,37734,12429,0.035405735,2,3,5.30E-05,7.95E-05,2017
32612,7756,6,0.027591542,0,0,0,0,2017
32810,36535,12815,0.05723279,4,14,0.000109484,0.000383194,2016
32810,36535,12815,0.05723279,5,8,0.000136855,0.000218968,2017
32810,36535,12815,0.05723279,0,3,0,8.21E-05,2018
32810,36535,12815,0.05723279,3,5,8.21E-05,0.000136855,2015
32810,36535,12815,0.05723279,3,1,8.21E-05,2.74E-05,2014
32744,3808,1529,0.010766807,0,0,0,0,2017
32744,3808,1529,0.010766807,0,1,0,0.000262605,2014
32767,3057,1076,0.000327118,0,1,0,0.000327118,2015
32767,3057,1076,0.000327118,0,0,0,0,2017
32818,53839,16740,0.152398819,4,2,7.43E-05,3.71E-05,2015
32818,53839,16740,0.152398819,5,10,9.29E-05,0.000185739,2016
32818,53839,16740,0.152398819,4,9,7.43E-05,0.000167165,2014
32818,53839,16740,0.152398819,2,10,3.71E-05,0.000185739,2017
32818,53839,16740,0.152398819,1,0,1.86E-05,0,2018
32820,9687,2998,0.045112006,0,0,0,0,2016
32820,9687,2998,0.045112006,0,2,0,0.000206462,2017
32820,9687,2998,0.045112006,0,1,0,0.000103231,2015
32820,9687,2998,0.045112006,0,2,0,0.000206462,2018
32827,9872,3603,0.103018639,1,0,0.000101297,0,2018
32827,9872,3603,0.103018639,0,1,0,0.000101297,2017
32827,9872,3603,0.103018639,0,5,0,0.000506483,2014
32827,9872,3603,0.103018639,0,0,0,0,2015
32827,9872,3603,0.103018639,0,0,0,0,2016
32922,15392,5765,0.07841736,0,11,0,0.000714657,2017
32922,15392,5765,0.07841736,3,9,0.000194906,0.000584719,2016
32922,15392,5765,0.07841736,2,6,0.000129938,0.000389813,2015
32922,15392,5765,0.07841736,4,1,0.000259875,6.50E-05,2014
32922,15392,5765,0.07841736,0,0,0,0,2018
32927,26401,9241,0.013181319,0,1,0,3.79E-05,2016
32927,26401,9241,0.013181319,0,1,0,3.79E-05,2015
32949,2508,915,0.007177033,0,0,0,0,1970
32407,9735,4098,0.044889574,2,4,0.000205444,0.000410889,2017
32407,9735,4098,0.044889574,0,0,0,0,2018
32407,9735,4098,0.044889574,4,2,0.000410889,0.000205444,2014
32407,9735,4098,0.044889574,0,1,0,0.000102722,2016
32410,1089,537,0.014692378,0,0,0,0,2016
32410,1089,537,0.014692378,0,0,0,0,2018
32425,13718,4699,0.013340137,0,1,0,7.29E-05,2015
32425,13718,4699,0.013340137,0,0,0,0,2017
32425,13718,4699,0.013340137,1,1,7.29E-05,7.29E-05,2016
32427,1040,421,0,0,0,0,0,1970
32431,3782,1621,0.007667901,1,0,0.00026441,0,2017
32431,3782,1621,0.007667901,1,0,0.00026441,0,2015
32431,3782,1621,0.007667901,0,0,0,0,2016
32431,3782,1621,0.007667901,0,0,0,0,2014
32445,2664,524,0.03490991,0,0,0,0,1970
32501,11868,4482,0.00842602,1,4,8.43E-05,0.000337041,2015
32501,11868,4482,0.00842602,1,0,8.43E-05,0,2018
32501,11868,4482,0.00842602,2,4,0.00016852,0.000337041,2016
32501,11868,4482,0.00842602,1,2,8.43E-05,0.00016852,2017
32501,11868,4482,0.00842602,0,2,0,0.00016852,2014
32526,36593,14382,0.01522149,3,1,8.20E-05,2.73E-05,2017
32526,36593,14382,0.01522149,5,1,0.000136638,2.73E-05,2014
32526,36593,14382,0.01522149,0,4,0,0.000109311,2015
32526,36593,14382,0.01522149,0,0,0,0,2018
32526,36593,14382,0.01522149,0,0,0,0,2016
32533,27135,9936,0.007849641,1,1,3.69E-05,3.69E-05,2017
32533,27135,9936,0.007849641,2,1,7.37E-05,3.69E-05,2016
32533,27135,9936,0.007849641,0,1,0,3.69E-05,2018
32533,27135,9936,0.007849641,2,1,7.37E-05,3.69E-05,2015
32533,27135,9936,0.007849641,0,1,0,3.69E-05,2014
32539,29195,9314,0.013598219,0,3,0,0.000102757,2017
32539,29195,9314,0.013598219,0,1,0,3.43E-05,2015
32539,29195,9314,0.013598219,0,0,0,0,2016
32539,29195,9314,0.013598219,0,1,0,3.43E-05,2018
32580,4200,1563,0.010714286,0,0,0,0,2014
32580,4200,1563,0.010714286,0,0,0,0,2016
32580,4200,1563,0.010714286,0,0,0,0,2015
32668,4619,1985,0.027928123,0,0,0,0,1970
32703,48853,16836,0.067938509,4,9,8.19E-05,0.000184226,2014
32703,48853,16836,0.067938509,3,3,6.14E-05,6.14E-05,2017
32703,48853,16836,0.067938509,4,13,8.19E-05,0.000266104,2016
32703,48853,16836,0.067938509,5,6,0.000102348,0.000122817,2015
32703,48853,16836,0.067938509,1,1,2.05E-05,2.05E-05,2018
32060,23702,8366,0.021643743,1,1,4.22E-05,4.22E-05,2014
32060,23702,8366,0.021643743,0,0,0,0,2017
32060,23702,8366,0.021643743,0,1,0,4.22E-05,2018
32094,2460,956,0,0,0,0,0,2017
32139,978,505,0.009202454,0,0,0,0,1970
32145,5662,1855,0.007947722,0,1,0,0.000176616,2017
32145,5662,1855,0.007947722,0,0,0,0,2015
32145,5662,1855,0.007947722,0,1,0,0.000176616,2016
32145,5662,1855,0.007947722,0,1,0,0.000176616,2014
32148,10745,4010,0.014239181,0,0,0,0,2016
32148,10745,4010,0.014239181,1,0,9.31E-05,0,2018
32148,10745,4010,0.014239181,0,1,0,9.31E-05,2014
32148,10745,4010,0.014239181,0,1,0,9.31E-05,2015
32148,10745,4010,0.014239181,1,1,9.31E-05,9.31E-05,2017
32169,10232,5343,0.02550821,1,0,9.77E-05,0,2014
32180,3825,1201,0.091503268,1,1,0.000261438,0.000261438,2015
32180,3825,1201,0.091503268,0,2,0,0.000522876,2014
32180,3825,1201,0.091503268,0,0,0,0,2017
32187,1654,628,0,1,0,0.000604595,0,2017
32187,1654,628,0,0,0,0,0,2014
32190,1265,418,0.118577075,0,0,0,0,2015
32217,18878,8092,0.105148851,1,1,5.30E-05,5.30E-05,2016
32217,18878,8092,0.105148851,2,1,0.000105943,5.30E-05,2015
32217,18878,8092,0.105148851,0,2,0,0.000105943,2017
32217,18878,8092,0.105148851,0,0,0,0,2014
32219,11810,4157,0.00296359,1,3,8.47E-05,0.000254022,2017
32219,11810,4157,0.00296359,1,4,8.47E-05,0.000338696,2014
32219,11810,4157,0.00296359,3,5,0.000254022,0.00042337,2016
32219,11810,4157,0.00296359,0,8,0,0.000677392,2015
32257,38069,15419,0.064829651,1,0,2.63E-05,0,2016
32257,38069,15419,0.064829651,0,1,0,2.63E-05,2014
32257,38069,15419,0.064829651,0,3,0,7.88E-05,2017
32257,38069,15419,0.064829651,0,2,0,5.25E-05,2015
32257,38069,15419,0.064829651,0,0,0,0,2018
32258,30529,11669,0.065183923,1,1,3.28E-05,3.28E-05,2014
32258,30529,11669,0.065183923,1,0,3.28E-05,0,2017
32258,30529,11669,0.065183923,0,0,0,0,2016
32258,30529,11669,0.065183923,0,1,0,3.28E-05,2015
32259,47988,15200,0.026214887,3,2,6.25E-05,4.17E-05,2014
32259,47988,15200,0.026214887,0,2,0,4.17E-05,2017
32259,47988,15200,0.026214887,0,1,0,2.08E-05,2016
32259,47988,15200,0.026214887,1,0,2.08E-05,0,2015
32259,47988,15200,0.026214887,0,1,0,2.08E-05,2018
32310,16172,6004,0.025970814,0,5,0,0.000309176,2014
32310,16172,6004,0.025970814,4,3,0.000247341,0.000185506,2017
32310,16172,6004,0.025970814,3,3,0.000185506,0.000185506,2016
32310,16172,6004,0.025970814,1,2,6.18E-05,0.000123671,2015
32310,16172,6004,0.025970814,0,0,0,0,2018
32311,20866,8041,0.052190166,0,1,0,4.79E-05,2015
32311,20866,8041,0.052190166,0,0,0,0,2017
32331,4252,1601,0.005644403,0,5,0,0.001175917,2017
32331,4252,1601,0.005644403,0,1,0,0.000235183,2015
32331,4252,1601,0.005644403,0,1,0,0.000235183,2018
32331,4252,1601,0.005644403,0,0,0,0,2014
32336,1301,621,0.013835511,0,0,0,0,1970
32355,203,97,0,1,0,0.004926108,0,2015
32403,3557,865,0.026989036,0,0,0,0,1970
32113,5365,2066,0.019384902,0,1,0,0.000186393,2016
32113,5365,2066,0.019384902,0,0,0,0,2015
32113,5365,2066,0.019384902,0,0,0,0,2017
32113,5365,2066,0.019384902,2,0,0.000372787,0,2014
32034,33695,14562,0.024573379,1,1,2.97E-05,2.97E-05,2016
32034,33695,14562,0.024573379,1,0,2.97E-05,0,2018
32034,33695,14562,0.024573379,3,3,8.90E-05,8.90E-05,2015
32034,33695,14562,0.024573379,2,0,5.94E-05,0,2014
32034,33695,14562,0.024573379,1,2,2.97E-05,5.94E-05,2017
32055,16851,6106,0.00973236,3,4,0.000178031,0.000237375,2014
32055,16851,6106,0.00973236,3,3,0.000178031,0.000178031,2017
32055,16851,6106,0.00973236,0,4,0,0.000237375,2016
32055,16851,6106,0.00973236,0,4,0,0.000237375,2015
32055,16851,6106,0.00973236,0,1,0,5.93E-05,2018
32061,443,101,0,0,0,0,0,1970
32066,7488,1748,0.038461538,0,0,0,0,1970
32071,3172,1121,0.017969735,0,0,0,0,1970
32119,22470,9961,0.036048064,1,0,4.45E-05,0,2016
32119,22470,9961,0.036048064,0,1,0,4.45E-05,2018
32119,22470,9961,0.036048064,1,1,4.45E-05,4.45E-05,2014
32119,22470,9961,0.036048064,0,2,0,8.90E-05,2017
32079,416,220,0,0,0,0,0,1970
32110,7803,2776,0.033192362,1,2,0.000128156,0.000256312,2016
32110,7803,2776,0.033192362,1,2,0.000128156,0.000256312,2017
32110,7803,2776,0.033192362,0,2,0,0.000256312,2015
32110,7803,2776,0.033192362,2,2,0.000256312,0.000256312,2014
32110,7803,2776,0.033192362,1,0,0.000128156,0,2018
32124,5832,1451,0.058813443,0,2,0,0.000342936,2017
32159,30742,15174,0.025112224,1,0,3.25E-05,0,2017
32159,30742,15174,0.025112224,0,0,0,0,2016
32159,30742,15174,0.025112224,2,0,6.51E-05,0,2014
32159,30742,15174,0.025112224,1,0,3.25E-05,0,2015
32208,32470,12204,0.015337234,8,20,0.000246381,0.000615953,2016
32208,32470,12204,0.015337234,12,31,0.000369572,0.000954727,2014
32208,32470,12204,0.015337234,5,14,0.000153988,0.000431167,2017
32208,32470,12204,0.015337234,12,28,0.000369572,0.000862334,2015
32208,32470,12204,0.015337234,0,1,0,3.08E-05,2018
32209,35541,12849,0.006977857,22,68,0.000619003,0.001913283,2017
32209,35541,12849,0.006977857,15,86,0.000422048,0.002419741,2015
32209,35541,12849,0.006977857,12,60,0.000337638,0.001688191,2014
32209,35541,12849,0.006977857,19,53,0.000534594,0.001491235,2016
32209,35541,12849,0.006977857,4,4,0.000112546,0.000112546,2018
32176,14772,7005,0.029176821,1,0,6.77E-05,0,2016
32176,14772,7005,0.029176821,1,0,6.77E-05,0,2014
32176,14772,7005,0.029176821,0,2,0,0.000135391,2017
32176,14772,7005,0.029176821,0,1,0,6.77E-05,2015
32177,26331,9836,0.006912005,2,5,7.60E-05,0.00018989,2017
32177,26331,9836,0.006912005,5,4,0.00018989,0.000151912,2014
32177,26331,9836,0.006912005,4,8,0.000151912,0.000303824,2015
32177,26331,9836,0.006912005,2,4,7.60E-05,0.000151912,2016
32210,60819,23294,0.033624361,15,36,0.000246633,0.00059192,2017
32210,60819,23294,0.033624361,12,18,0.000197307,0.00029596,2014
32210,60819,23294,0.033624361,5,22,8.22E-05,0.000361729,2016
32210,60819,23294,0.033624361,2,2,3.29E-05,3.29E-05,2018
32210,60819,23294,0.033624361,4,28,6.58E-05,0.000460382,2015
32250,26574,12470,0.034018213,0,0,0,0,2016
32250,26574,12470,0.034018213,2,1,7.53E-05,3.76E-05,2014
32250,26574,12470,0.034018213,0,1,0,3.76E-05,2015
32250,26574,12470,0.034018213,0,0,0,0,2018
32250,26574,12470,0.034018213,1,3,3.76E-05,0.000112892,2017
32277,30415,11625,0.046654611,1,11,3.29E-05,0.000361664,2016
32277,30415,11625,0.046654611,4,6,0.000131514,0.000197271,2014
32277,30415,11625,0.046654611,1,13,3.29E-05,0.000427421,2017
32277,30415,11625,0.046654611,1,6,3.29E-05,0.000197271,2015
32277,30415,11625,0.046654611,0,3,0,9.86E-05,2018
32320,3721,1517,0.008062349,1,0,0.000268745,0,2016
32320,3721,1517,0.008062349,1,0,0.000268745,0,2014
32320,3721,1517,0.008062349,0,3,0,0.000806235,2017
32320,3721,1517,0.008062349,0,1,0,0.000268745,2018
32346,1803,762,0.004437049,0,0,0,0,1970
32351,19275,6684,0.050116732,1,2,5.19E-05,0.000103761,2017
32351,19275,6684,0.050116732,0,3,0,0.000155642,2014
32025,22427,7540,0.024479422,2,2,8.92E-05,8.92E-05,2016
32025,22427,7540,0.024479422,3,1,0.000133767,4.46E-05,2015
32025,22427,7540,0.024479422,1,4,4.46E-05,0.000178356,2014
32025,22427,7540,0.024479422,0,0,0,0,2017
32025,22427,7540,0.024479422,0,0,0,0,2018
32046,9070,3251,0.000882029,0,0,0,0,2017
32046,9070,3251,0.000882029,0,0,0,0,2018
32046,9070,3251,0.000882029,2,0,0.000220507,0,2016
32054,11723,3500,0.019960761,1,0,8.53E-05,0,2017
32054,11723,3500,0.019960761,4,1,0.00034121,8.53E-05,2013
32054,11723,3500,0.019960761,2,0,0.000170605,0,2016
32068,54614,18501,0.019518805,0,2,0,3.66E-05,2018
32068,54614,18501,0.019518805,0,0,0,0,2017
32068,54614,18501,0.019518805,1,3,1.83E-05,5.49E-05,2016
32068,54614,18501,0.019518805,1,4,1.83E-05,7.32E-05,2014
32068,54614,18501,0.019518805,0,0,0,0,2015
32179,8023,3149,0.004736383,0,1,0,0.000124642,2018
32179,8023,3149,0.004736383,0,0,0,0,2016
